123|https://festiwalofca.pl/en/strona-glowna/|Polen|nan|STREET|nan|nan|||1|nan|nan||||UNKNOWN|nan
124|https://feta.pl/|Polen|nan|STREET|nan|nan|||1|nan|nan||||UNKNOWN|nan
125|https://migok.pl/dionizje-2023/|Polen|nan|STREET|nan|nan|||1|nan|nan||||UNKNOWN|nan
126|https://teatrnorwida.pl/kontakt/|Polen|nan|STREET|nan|nan|||1|nan|nan||||UNKNOWN|MFTU
127|https://fama.wroc.pl/kalendarz/cyrkopole/|Polen|nan|STREET|nan|nan|||1|nan|nan||||UNKNOWN|Cyrkopole
128|https://ulicznicy.pl/o-festiwalu-2018/|Polen|nan|STREET|nan|nan|||1|nan|nan||||UNKNOWN|Ulicznicy
129|Pilsen Buskers|Czech|nan|STREET|nan|nan|||1|nan|nan||||UNKNOWN|busking.plzen@gmail.com
130|https://busker.pl/en/open-call-buskers/|Polen||STREET|||||1||||||UNKNOWN|
131|Spoffin Off|Netherlands|Amersfoort|CIRCUS|in@spoffin.nl||2025-08-30|2025-08-30|0||late August|A smaller, one-day event called Spoffin Spin-Off featuring approximately thirteen street theatre acts, primarily from the Netherlands, held at various locations in and around the city center of Amersfoort. The event is freely accessible, with visitors having the option to decide what they pay after each show, and all proceeds going directly to the artists. The event concludes with a fire performance.|||UNKNOWN|
132|Festival D'Aurrilac|France|Aurillac|STREET|eclat@aurillac.net||2025-08-20|2025-08-23|0||mid August|The Festival d'Aurillac, also known as the International Street Theatre Festival, will hold its 38th edition in 2025. The festival will spotlight Brazilian creation as part of the 'Saison du Brésil en France,' featuring around 19 official companies and over 650 independent visiting companies. It draws more than 130,000 attendees over its four days.|||EMAIL|http://www.aurillac.net/index.php/en/
133|Festival Avignon|France|Avignon|THEATRE|festival@festival-avignon.com||2025-07-05|2025-07-26|0||early to late July|The Festival d'Avignon 2025, including both the 'In' and 'Off' festivals, transforms Avignon into a global hub for contemporary performing arts. The 79th edition features theatre, dance, music, and multidisciplinary works across various iconic venues. Arabic is the guest language, and choreographer Marlene Monteiro Freitas will open the festival.|||EMAIL|https://festival-avignon.com/en/professional-15932#section-34136
134|Young Stage|Switzerland|Basel|CIRCUS|nadja.hauser@young-stage.com|Nadja Hauser-Berger|2025-09-18|2025-09-22|0||mid September|The 'Grande Finale' of the international circus festival Young Stage Basel, celebrating nearly 20 years of the festival's history. It showcases young, modern circus artistry with top-class acts from twelve countries, selected from 640 applications across 66 nations. The event includes main shows, workshops, and panel discussions, serving as a significant platform for young circus artists to launch their careers.|||INVITATION_ONLY|https://www.young-stage.com/en/
135|Cultuurcentrum De Spil (Be)|Belgien||STREET|gwendolien.sabbe@despil.be|Gwendolien Sabbe|||0||nan||||UNKNOWN|https://www.despil.be/
136|Destelheide|Belgien||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.destelheide.be/en/create/artist-in-house-/
137|Espace Catastrophe|Belgien||STREET|nan|nan|||0||nan||||UNKNOWN|http://maisondesjonglages.fr/fr/content/les-r%C3%A9sidencess
138|Latitude 50|Belgien||STREET|nan|nan|||0||nan||||UNKNOWN|https://latitude50.be/creation/candidature/
139|Theatre denamur|Belgien||STREET|marylenetoussaint@theatredenamur.be|nan|||0||nan||||UNKNOWN|http://www.theatredenamur.be/
140|Les Halles de Schaerbeel|Belgium||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.halles.be/fr/
141|MAISON DE LA CULTURE DE TOURNAI|Belgium||STREET|philippe_deman@maisonculturetournai.com
anaelle_kins@maisonculturetournai.com
constance_paris@maisonculturetournai.com|Philippe
Anaelle
constance|||0||nan||||UNKNOWN|https://www.maisonculturetournai.com/
142|MAISON DU CIRQUE|Belgium||STREET|pgrombeer@skynet.be 31 267 8099|nan|||0||nan||||UNKNOWN|nan
143|Municipal Theater Sint-Niklaas|Belgium||STREET|ann.goossenaerts@sint-niklaas.be
oona.goyvaerts@sint-niklaas.be - 03 778 33 54|Anne-Françoise Cabanis|||0||nan||||UNKNOWN|https://www.ccsint-niklaas.be/
144|Perplx|Belgium||STREET|info@perplx.be|October 2023|||0||nan||||UNKNOWN|https://www.perplx.be/
145|Circuscentrum|Belgium, Gent||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.circuscentrum.be/circuscentrum/residenties/
146|Lake Studios|Berlin||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.lakestudiosberlin.com/d_clients
147|Villa Kuriosum|Berlin||STREET|kontakt@scene5.net|nan|||0||nan||||UNKNOWN|https://www.villakuriosum.net/
148|Y Not Art Loft|Berlin||STREET|nan|nan|||0||nan||||UNKNOWN|http://www.ynot-artloft.de/
149|ATC Festival|Bilbao||STREET|Online|nan|||0||last edition 2019||||UNKNOWN|http://bai-bai.net/act/?p=5026&lang=en&fbclid=IwAR0iqhQin-tAPxhfIcW-KKuQZQ3IkcEb2wf_8bItAg_LKewQ9T3XKLQ8JHE
150|Roseraie - Espace de Creation|Brüssel||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.facebook.com/laroseraie.eca
151|Antistatic Dance festival|Bulgarien||STREET|info@antistaticfestival.org|nan|||0||nan||||UNKNOWN|http://antistaticfestival.org/en/
152|C!CAF Copenhagen Circus Arts Festival|Dänemark||STREET|X-act@kittjohnson.dk|nan|||0||nan||||UNKNOWN|https://ccaf.nu/en/about-ccaf/
153|Ny Cirkus Festival|Dänemark||STREET|lkj@kit.dk|Louise Kaare Jacobsen|||0||nan||||UNKNOWN|nan
154|Schlos Bröllin|Deutschland||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.broellin.de/de/projekte/residenzprogramm
155|Zirkus Mond|Deutschland||STREET|nan|nan|||0||nan||||UNKNOWN|https://zirkusmond.de/
156|Callies|Deutschland, Berlin||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.callies.berlin/en/residency/how-to-apply
157|Petersburg Art Space|Deutschland, Berlin||STREET|nan|nan|||0||nan||||UNKNOWN|https://pas-berlin.org/artist-residence/
158|Fleestreet Theater|Deutschland, Hamburg||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.fleetstreet-hamburg.de/de/residenz/about
159|Dublin Circus Project|Dublin||STREET|nan|nan|||0||nan||||UNKNOWN|https://dublincircusproject.com/professionaldevelopment/residency-programmes/
160|Internationale Tanzmesse NRW|Düsseldorf||STREET|agora@tanzmesse.com proposals@tanzmesse.com|Franzi Hauser Jéssica Nakazima Mara Nedelcu|||0||nan||||UNKNOWN|https://www.tanzmesse.com/en/about/contact-us/
161|Edingburgh Festival Fringe|Edingburgh||STREET|participants@edfringe.com|nan|||0||nan||||UNKNOWN|https://www.edfringe.com/contact
162|101 Outdoor Arts Creation Space|England||STREET|nan|nan|||0||nan||||UNKNOWN|https://101outdoorarts.com/residencies
163|Theatre Louis Aragon|Fance||STREET|c.richert@tla-tremblay.fr|Clémence Richert|||0||nan||||UNKNOWN|https://www.theatrelouisaragon.fr/accueil-1524.html
164|Kutomo Art Space|Finnland||STREET|ehkatuotanto@gmail.com|nan|||0||nan||||UNKNOWN|https://www.ehka.net/ehka/contact
165|Nous Nous Festival - Cirko Circus Center|Finnland||STREET|cirko@cirko.fi|nan|||0||nan||||UNKNOWN|https://cirko.fi/en/fourth-edition-of-nounous-festival-at-cirko-in-december/
166|Old Mine Residency|Finnland||STREET|nan|nan|||0||nan||||UNKNOWN|https://oldmineresidency.fi/en/application/
167|X Dance Festival|Finnland||STREET|nan|nan|||0||nan||||UNKNOWN|http://danceabilityfinland.com/kaaos/festivals-2.html
168|Les Aires Théatre de Die et du Diois|France||STREET|artistique@theatre-les-aires.com|nan|||0||nan||||UNKNOWN|https://theatre-les-aires.com/programme/
169|104 Paris|France||STREET|contact@104.fr|nan|||0||nan||||UNKNOWN|https://www.104.fr/
170|2R2C|France||STREET|remy.bovis@2r2c.coop|M. Rémy BOVIS|||0||september||||UNKNOWN|https://www.2r2c.coop/
171|Ad Hoc Festival|France||STREET|t.karaduman@levolcan.com|nan|||0||Dezember||||UNKNOWN|https://www.levolcan.com/adhoc-festival/edition-2019-2020
172|AGORA PNAC Boulazac Aquitaine|France||STREET|cc.agora@ville-boulazac.fr|M. Frédéric DURNERIN|||0||nan||||UNKNOWN|https://www.agora-boulazac.fr/
173|Artcena, Centre national des arts de cirque|France||STREET|jessica.bourges@artcena.fr|Jessica Bourges|||0||nan||||UNKNOWN|https://www.artcena.fr/
174|Ay-Roop, scène de territoire|France||STREET|contact@ay-roop.com|nan|||0||nan||||UNKNOWN|https://www.ay-roop.com/
175|Bibasse|France|Nancy|JUGGLING_CONVENTION|||2025-05-28|2025-06-01|0||late May–early June|The Bibasse 2025 juggling convention, the 11th edition of the event, is a significant event in the French flow arts and juggling scene. Attendees can expect a vibrant program including circus shows, concerts, workshops, fire jams, and juggling games.|||FORM|https://www.helloasso.com
176|Biennale Internationale des Arts de la Marionnette|France||STREET|n.sales@lemouffetard.com|Nilla Salès|||0||nan||||UNKNOWN|http://lemouffetard.com/content/2021-biennale-internationale-des-arts-de-la-marionnette
177|C Koi ce cirque|France||STREET|rdvjongle@gmail.com|nan|||0||nan||||UNKNOWN|https://www.chalondanslarue.com/
178|Carre Colonnes|France||STREET|s.violan@carrecolonnes.fr|Sylvie Violan | Directrice|||0||nan||||UNKNOWN|https://www.carrecolonnes.fr/index.htm
179|Carré Magique, Pôle national cirque en Bretagne|France||STREET|philippelegal@carre-magique.com|Philippe Le Gal|||0||nan||||UNKNOWN|https://www.carre-magique.com/
180|CENTRE CULTUREL PABLO PICASSO|France||STREET|fabienne.lorong@wanadoo.fr|Mme Fabienne LORONG|||0||nan||||UNKNOWN|nan
181|Centre des arts du cirque de Basse Normandie|france||STREET|yveline.rapeau@labreche.fr|Mme Yveline RAPEAU|||0||nan||||UNKNOWN|nan
182|Centre Léo Lagrange|France||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.leolagrange-villeurbanne.com/
183|CIAM|France||STREET|nan|nan|||0||nan||||UNKNOWN|http://www.artsenmouvement.fr/residences-dartistes/
184|Cirq'onflex|France||STREET|c.vandamme@cirqonflex.fr|Celine Vandamme|||0||nan||||UNKNOWN|https://cirqonflex.fr/
185|Cirque Jules-Verne|France||STREET|0033 1 46 22 10 43|Julie Guimas|||0||nan||||UNKNOWN|https://www.cirquejulesverne.fr/
186|Cirque Pardi|France||STREET|alvaroneiranovoa@gmail.com|Alvaro Neira Novoa|||0||nan||||UNKNOWN|nan
187|Cirque-théâtre d'Elbeuf|France||STREET|helene.cadiou@cirquetheatre.com
laurent.brimant@cirquetheatre.com|Helene Cadiou
Laurent Brimant|||0||nan||||UNKNOWN|https://www.cirquetheatre-elbeuf.com/
188|Cirque-théâtre Elbeuf|France||STREET|beatrice.alexandre@cirquetheatre.com|Béatrice Alexandre|||0||nan||||UNKNOWN|https://www.cirquetheatre-elbeuf.com/
189|Clastic Théâtre|France||STREET|clastic@clastictheatre.com|nan|||0||nan||||UNKNOWN|http://clastictheatre.com/
190|CNCDC DE CHATEAUVALLON|France||STREET|tamet.dir@chateauvallon.com|M. Christian TAMET|||0||nan||||UNKNOWN|http://www.chateauvallon.com/
191|Equinox, scène nationale de Chateauroux|France||STREET|0033 2 54 08 35 82|nan|||0||nan||||UNKNOWN|http://www.scenenationale-chateauroux.com/
192|Espace Culturel Lucien Jean|France||STREET|marlyespaceculturel@wanadoo.fr|Gérard CHAIX|||0||nan||||UNKNOWN|nan
193|Espace Germinal OMC|France||STREET|antonella@espacegerminal.fr|Mme Antonella JACOB|||0||nan||||UNKNOWN|https://www.espacegerminal.fr/
194|ESPACE PERIPHERIQUE|France||STREET|s.morin@villette.com|Mlle Sophie MORIN|||0||nan||||UNKNOWN|http://www.espaceperipherique.com/
195|Festival d’Avignon|France||STREET|festival@festival-avignon.com|Agnès Troly, Director of Artistic Programme
Canelle Breymayer, Programming Assistant|||0||Juli||||UNKNOWN|https://www.festival-avignon.com/en/
196|Festival d´aurillac|France||STREET|ECLAT@AURILLAC.NET|nan|||0||nan||||UNKNOWN|http://www.aurillac.net/index.php/en/
197|Festival Geoconde|France||STREET|contact@festivalgeoconde.fr|nan|||0||nan||||UNKNOWN|https://www.festivalgeoconde.fr/
198|Festival International des Artistes du Cirque|France||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.festivalcirquesaintpaul.com/
199|Festival Itinérant de Marionnettes|France||STREET|zapoifestival@gmail.com|nan|||0||Oktober||||UNKNOWN|http://www.fim-marionnette.com/
200|Festival Marto Marionnettes et Objets|France||STREET|01 41 90 17 00|nan|||0||mars||||UNKNOWN|http://www.festivalmarto.com/
201|Festival Méli Melo|FRance||STREET|billeterie@canejan.fr|nan|||0||janvier- fevrier||||UNKNOWN|https://signoret-canejan.fr/festival-meli-melo/
202|Mimesis|France||STREET|mimesis.contact@gmail.com|nan|||0||nan||||UNKNOWN|mimesis.contact@gmail.com
203|Les Nuits de Fourvière|France||STREET|plus 3304 72 57 15 40|nan|||0||nan||||UNKNOWN|www.nuitsdefourviere.com
204|nan|nan||STREET|nan|nan|||0||nan||||UNKNOWN|nan
205|HIPPODROME DE DOUAI|France||STREET|glanglois@hippodromedouai.com|Gilbert LANGLOIS|||0||nan||||UNKNOWN|http://www.tandem-arrasdouai.eu/fr
206|Houdrement|France||STREET|0033 1 49 92 61 61|nan|||0||nan||||UNKNOWN|https://houdremont.lacourneuve.fr/
207|KLAP House for dance|France||STREET|compagnie@kelemenis.fr|michel kelemenis|||0||nan||||UNKNOWN|nan
208|L'Hectare - Centre National de la Marionette|France||STREET|contact@lhectare.fr|nan|||0||nan||||UNKNOWN|https://www.lhectare.fr/
209|L'UsinoTOPIE|France||STREET|contact@lusinotopie.fr|nan|||0||nan||||UNKNOWN|http://www.lusinotopie.fr/
210|L’Arsenic, Saison Culturelle Cazals-Salviac|France||STREET|online|nan|||0||nan||||UNKNOWN|https://saisonculturellecazalssalviac.wordpress.com/contact/
211|La Batysse|France||STREET|lateuchus@yahoo.fr|Virginie SCHELL et Gabriel HERMAND-PRIQUET|||0||nan||||UNKNOWN|http://labatysse.com/
212|La Brèche|France||STREET|developpement@labreche.fr
yveline.rapeau@labreche.fr|Lise HOËZ-GUEZENNEC
Yveline RAPEAU|||0||nan||||UNKNOWN|https://www.labreche.fr/
213|La Cascade|France||STREET|j.millet@lacascade.org|Pauline Boulai et Emmanuel Cornuel|||0||nan||||UNKNOWN|https://lacascade.org/bienvenue/
214|La Coupe d'Or|France||STREET|theatre-coupedor@wanadoo.fr|M. Vincent LEANDRI|||0||nan||||UNKNOWN|http://www.theatre-coupedor.com/spectacle/le-cirque-pietre
215|La Fabrique|France||STREET|effigiestheatre@orange.fr|nan|||0||nan||||UNKNOWN|https://effigiestheatre.com/la-fabrique/
216|LA FAIENCERIE|France||STREET|greg.harel@gmail.com|M. Gregoire HAREL|||0||nan||||UNKNOWN|nan
217|La Grainerie|France||STREET|jm-broqua@la-grainerie.net
serge-borras@la-grainerie.net|Broqua Jean-Marc
Serge|||0||nan||||UNKNOWN|www.la-grainerie.net
218|La Nef|France||STREET|relationspubliques@la-nef.org projets@la-nef.org|Solene Legendre|||0||nan||||UNKNOWN|http://www.la-nef.org
219|La Verrerie d'Alès|France||STREET|production@polecirqueverrerie.com|Camille Rebière|||0||nan||||UNKNOWN|https://www.polecirqueverrerie.com/
220|Le Bâteau feu|France||STREET|0033 3 28 51 40 40|Anne Buffet|||0||nan||||UNKNOWN|https://www.lebateaufeu.com/
221|Le Carré Magique|France||STREET|philippelegal@carre-magique.com|Philippe Le Gal|||0||nan||||UNKNOWN|http://www.carre-magique.com/
222|Le Champ de Foire|France||STREET|guillaume.blaise@lechampdefoire.org|Guillaume BLAISE|||0||nan||||UNKNOWN|http://www.lechampdefoire.org/
223|Le Ciam|France||STREET|contact@ciam-aix.com|nan|||0||nan||||UNKNOWN|http://www.artsenmouvement.fr/
224|Le Cirk'eole|France||STREET|contact@cirkeole.fr|nan|||0||nan||||UNKNOWN|http://www.cirk-eole.fr/
225|Le Crabb|France||STREET|crabb@orange.fr|nan|||0||nan||||UNKNOWN|http://www.crabb.fr/
226|LE CRATERE THEATRE D ALES|France||STREET|denis.lafaurie@lecratere.fr|M. Denis LAFAURIE|||0||nan||||UNKNOWN|nan
227|Le CYAM|France||STREET|didier@cyam.fr|Didier Welle|||0||nan||||UNKNOWN|http://www.cyam.fr/contacts.html
228|Le Jardin Parallèle|France||STREET|contact@lejardinparallele.fr|nan|||0||nan||||UNKNOWN|http://www.lejardinparallele.fr/
229|Le LEM|France||STREET|contact@lelem.fr|nan|||0||nan||||UNKNOWN|https://lelem.fr/
230|Le Maillon|France||STREET|info@maillon.eu|Barbara Engelhardt|||0||nan||||UNKNOWN|https://www.maillon.eu/
231|Le Mouffetard|France||STREET|Velos@velotheatre.com|Sarah Najand|||0||nan||||UNKNOWN|http://lemouffetard.com/
232|Le Palc|France||STREET|audrey.jehanno@lepalc.fr audrey.jehanno@furies.fr  furieusement[@]furies.fr dt@furies.fr|Audrey Jehanno|||0||nan||||UNKNOWN|https://www.furies.fr/
233|Le pôle|France||STREET|info@le-pole.fr|nan|||0||nan||||UNKNOWN|https://www.le-pole.fr/contact
234|Le pôle de spectacle vivant de la communauté d'agglomération de saint-dié-des-vosges|France||STREET|contact@ca-saintdie.fr|nan|||0||nan||||UNKNOWN|https://www.ca-saintdie.fr/decouvrir/spectacle-vivant
235|Le Prato|France||STREET|info@leprato.fr|Gilles Defacque|||0||nan||||UNKNOWN|https://leprato.fr/
236|LE QUAI|France||STREET|artistique@lequai-angers.eu|M. Christian MOUSSEAU-FERNANDEZ|||0||nan||||UNKNOWN|https://www.lequai-angers.eu/
237|Le Sablier|France||STREET|contact@le-sablier.org|nan|||0||nan||||UNKNOWN|https://le-sablier.org/
238|LE SALMANAZAR|France||STREET|billetterie{at}lesalmanazar.fr|Christian Dufour|||0||nan||||UNKNOWN|https://theatrelesalmanazar.fr/
239|Le Sirque|France||STREET|barbara.marchadier@lesirque.com|nan|||0||nan||||UNKNOWN|https://lesirque.com/
240|Le Tas de Sable|France||STREET|info@letasdesable-cpv.org|nan|||0||nan||||UNKNOWN|https://letasdesable-cpv.org/
241|Le Vellein|France||STREET|contact.levellein@capi38.fr|nan|||0||nan||||UNKNOWN|https://levellein.capi-agglo.fr/
242|Les Narrations du Futur|France||STREET|communication@tjp-strasbourg.com|nan|||0||nan||||UNKNOWN|https://www.tjp-strasbourg.com/lesnarrationsdufutur
243|Les Subsistances|France||STREET|cathy.bouvard@les-subs.com|Mme Cathy BOUVARD|||0||nan||||UNKNOWN|https://www.les-subs.com/
244|Ma Scene Nationale|France||STREET|programmation@mascene.eu|Irene Román|||0||nan||||UNKNOWN|https://mascenenationale.eu/programmation
245|Malakoff Scène Nationale|FRance||STREET|artis|nan|||0||nan||||UNKNOWN|https://malakoffscenenationale.fr/une-equipe
246|Marionnette Actuelle|FRance||STREET|prog.mima@artsdelamarionnette.com|Caroline Galmot|||0||nan||||UNKNOWN|https://www.mima.artsdelamarionnette.com/
247|Marionnettissimo|France||STREET|programmation[a]marionnettissimo.com
production[a]marionnettissimo.com|Production - Astrid De Graef|||0||nan||||UNKNOWN|https://www.marionnettissimo.com/qui-sommes-nous
248|Marsika|France||STREET|mariska.nord@mariskanord.fr|nan|||0||nan||||UNKNOWN|https://mariska.fr/
249|NOUVEAU THEATRE MONFORT|France||STREET|laurence.demagalhaes@lemonfort.fr|Mme Laurence DE MAGALHAES|||0||nan||||UNKNOWN|nan
250|Odradek|France||STREET|centre.odradek@orange.fr|Clara Rondet|||0||nan||||UNKNOWN|http://www.pupella-nogues.com/
251|Scène Nationale Aubusson|France||STREET|administration@snaubusson.com|Marie-Pierre Jean|||0||nan||||UNKNOWN|https://www.snaubusson.com/
252|Subs|France||STREET|lucie.brosset@les-subs.com|Lucie Brosset-Jolinon|||0||nan||||UNKNOWN|https://www.les-subs.com/
253|Théâtre à la Coque|France||STREET|administration@theatrealacoque.fr|nan|||0||nan||||UNKNOWN|https://www.theatrealacoque.fr/
254|Théatre Arles|France||STREET|a.feuillie@theatre-arles.com|Alexandra Feuillie|||0||nan||||UNKNOWN|http://www.theatre-arles.com/
255|Théâtre aux mains nues|France||STREET|contact@theatre-aux-mains-nues.fr|Emma Schoepfer|||0||nan||||UNKNOWN|http://www.theatre-aux-mains-nues.fr
256|Théâtre d'Art Appliqué|FRance||STREET|theatresanstoit@gmail.com|nan|||0||nan||||UNKNOWN|http://theatresanstoit.fr/theatre-art-applique/les-ateliers-rudimentaires-v-le-sens-du-mouvement/
257|Théatre de Bourg-en-Bresse|France||STREET|04 74 50 40 00|nan|||0||nan||||UNKNOWN|https://www.theatre-bourg.fr/
258|THEATRE DE CORNOUAILLE|France||STREET|contact@theatre-cornouaille.fr|M. Franck BECKER|||0||nan||||UNKNOWN|nan
259|Theâtre de Grasse|France||STREET|secr.dir@theatredegrasse.com|Aoitef Marzouk|||0||nan||||UNKNOWN|https://www.theatredegrasse.com/
260|Théâtre de l'Èvre|France||STREET|contact@theatredelevre.fr|nan|||0||nan||||UNKNOWN|http://theatredelevre.fr
261|Théâtre de la Cité International|France||STREET|j.sterner@theatre-cite.com
mc.remy@theatre-cite.com|Julia Sterner (production biennale)
Galin Stoev (Directeur délégué)|||0||nan||||UNKNOWN|https://theatre-cite.com/le-cdn/#lequipe-contacts
262|Théatre de la coupe d'or|France||STREET|amandine.tenain@theatre-coupedor.com|Amandine Tenain|||0||nan||||UNKNOWN|http://www.theatre-coupedor.com/
263|Théâtre de Marionnettes Belfort|France||STREET|marionnettebelfort@hotmail.com|nan|||0||nan||||UNKNOWN|https://marionnette-belfort.com/solstice-de-la-marionnette/
264|Théâtre de Mazade|France||STREET|theatre.de.mazade@wanadoo.fr|nan|||0||nan||||UNKNOWN|http://www.theatre-de-mazade.com/programmation/programme/
265|Théâtre des Bergeries|France||STREET|nan|nan|||0||nan||||UNKNOWN|http://www.letheatredesbergeries.fr/
266|Théâtre des Sources|France||STREET|zoe.braida@fontenay-aux-roses.fr alexandra.bic@fontenay-aux-roses.fr|Zoe Braida / Alexandra Bic|||0||nan||||UNKNOWN|http://www.theatredessources.fr/
267|Théâtre du Mouvement|France||STREET|info@claireheggen-tdm.com|nan|||0||nan||||UNKNOWN|http://claireheggen.theatredumouvement.fr/pratique/
268|THEATRE DU ROND POINT|France||STREET|virginie@theatredurondpoint.fr|Virginie FERRERE|||0||nan||||UNKNOWN|https://www.theatredurondpoint.fr/
269|THÉÂTRE DURANCE|France||STREET|programmation@theatredurance.fr|Élodie Presles|||0||nan||||UNKNOWN|http://www.theatredurance.fr/
270|Théâtre Firmin Gémier La Piscine|France||STREET|contact@tfg-lp.com|nan|||0||nan||||UNKNOWN|https://www.theatrefirmingemier-lapiscine.fr/
271|Théâtre Gerard Philipe|France||STREET|tgp@tgpfrouard.fr|nan|||0||nan||||UNKNOWN|https://www.festivalgeoconde.fr/
272|Théâtre Jean Arp|France||STREET|laurent.flamarion@valleesud.fr cecile.colle@valleesud.fr|Laurent Flamarion/ Cécile Colle|||0||nan||||UNKNOWN|https://www.theatrejeanarp.com
273|Théâtre La Licorne|France||STREET|contact@theatre-lalicorne.fr|nan|||0||nan||||UNKNOWN|http://www.theatre-lalicorne.fr/
274|Théâtre Le Grand Logis|France||STREET|direction.grandlogis@ville-bruz.fr|Jean-Louis BEAUVIEUX|||0||nan||||UNKNOWN|nan
275|Théâtre le Passage|France||STREET|info@theatrelepassage.fr|nan|||0||nan||||UNKNOWN|http://www.theatrelepassage.fr/
276|theatre mansart|France||STREET|culture@crous-bfc.fr theatre-mansart@crous-bfc.fr|nan|||0||nan||||UNKNOWN|nan
277|Theatre ONYX|France||STREET|billetterie.onyx@saint-herblain.fr|nan|||0||nan||||UNKNOWN|https://www.theatreonyx.fr/
278|Théâtre Victor Hugo|France||STREET|01 46 63 10 54|nan|||0||nan||||UNKNOWN|https://www.theatrevictorhugo-bagneux.fr/
279|Théâtres Chatillon|France||STREET|production@theatreachatillon.com|Coline Sanchez|||0||nan||||UNKNOWN|https://www.theatreachatillon.com/
280|Transversales|France||STREET|prog.transversales@orange.fr|Didier PATARD|||0||nan||||UNKNOWN|https://transversales-verdun.com/transversales/lassociation/
281|Vélo Théâtre|France||STREET|velos@velotheatre.com|nan|||0||nan||||UNKNOWN|https://velotheatre.com/
282|La Maison du Jonglages|Frankreich||STREET|production.jonglages@gmail.com|Coline Huchet|||0||nan||||UNKNOWN|http://maisondesjonglages.fr/fr/content/les-r%C3%A9sidences
283|Le Moulin de Roques|Frankreich||STREET|nan|nan|||0||nan||||UNKNOWN|https://www.lemoulin-roques.com/les-residents
284|Occitanie fait son Cirque|Frankreich||STREET|online|nan|||0||Vorbei||||UNKNOWN|https://www.culture.gouv.fr/Aides-demarches/Appels-a-projets/Appel-a-candidature-Occitanie-fait-son-cirque-en-Avignon-2022
285|Glastonbury|Glastonbury||STREET|online: https://www.glastonburyfestivals.co.uk/contact-us/|nan|||0||nan||||UNKNOWN|https://www.glastonburyfestivals.co.uk/contact-us/
286|Le Sechoir|Ile de la Réunion||STREET|production@lesechoir.com|Michelle Latchimy|||0||nan||||UNKNOWN|https://www.lesechoir.com/
287|Leu Tempo Festival|Ile de la Réunion||STREET|lesechoir@lesechoir.com 0033 2 62 34 80 03|nan|||0||nan||||UNKNOWN|http://www.lesechoir.com/leutempo2019/
288|Israel Juggling Convention|Israel||STREET|israeljugg@gmail.com|nan|||0||nan||||UNKNOWN|nan
289|artsisti in piazza|italien||STREET|nan|Online formular, deadline 31 jan|||0||nan||||UNKNOWN|artistiinpiazza.com
290|bascherdeis|italien||STREET|https://www.bascherdeis.it/partecipa/|online formular|||0||nan||||UNKNOWN|bascherdeis.it
291|Circum navigando|Italien||STREET|info@sarabanda-associazione.it|nan|||0||Dezember||||UNKNOWN|https://www.sarabanda-associazione.it/en/circumnavigando-since-2001-international-festival-of-circus-theatre/
292|cucu festival|italien||STREET|info@lecurandaie.it|nan|||0||Oktober||||UNKNOWN|https://www.facebook.com/cucufestival/
293|ferrara buskers festival|italien||STREET|bottoni@ferrarabuskers.com|online form to complete before 30th april|||0||nan||||UNKNOWN|ferrarabuskers.com
294|International Circus Festival Italy|Italien||STREET|info@festivalcircolatina.com|nan|||0||oktober||||UNKNOWN|https://www.festivalcircolatina.com/2015/history/?lang=en
295|SPAM!|Italien||STREET|nan|nan|||0||nan||||UNKNOWN|http://www.spamweb.it
296|Circorama|Kroatien||STREET|nan|nan|||0||nan||||UNKNOWN|https://cirkorama.org/en/contemporary-circus-artists-at-the-residencies/
297|Hala 100|Kroatien||STREET|positivef@gmail.com|Antonia Kuzmanić|||0||nan||||UNKNOWN|https://room100.org/
298|Arts Printing House|Litauen||STREET|nan|nan|||0||nan||||UNKNOWN|http://www.menuspaustuve.lt
299|de kleine willem|Niederlande||STREET|evenementen@wilminktheater.nl|nan|||0||nan||||UNKNOWN|https://www.wilminktheater.nl/nl/pQNNPHd/de-kleine-willem
300|musis & stadstheater arnhem|Niederlande||STREET|programma@musisenstadstheater.nl|nan|||0||nan||||UNKNOWN|https://www.musisenstadstheater.nl
301|Odeon / Zwolse Theaters|Niederlande||STREET|info@zwolsetheaters.nl|nan|||0||nan||||UNKNOWN|https://zwolsetheaters.nl/
302|theate de blauwe kai|Niederlande||STREET|info@blauwekei.nl|nan|||0||nan||||UNKNOWN|https://www.blauwekei.nl/
303|Theaterfest Nitra|Nitra||STREET|nitrafest@nitrafest.sk|nan|||0||nan||||UNKNOWN|https://nitrafest.sk/
304|Festspillene i Nord-Norge (Arctic Arts Festival)|Norwegen||STREET|post@festspillnn.no|nan|||0||nan||||UNKNOWN|https://festspillnn.no/
